hal_title,year,hal_id,booktitle,core_title,Acronym,Source,Rank,Primary FoR,distance,method
Last mile delivery problem: the one-vehicle case,2018,hal-01951934,Odysseus 2018 - 7th Workshop on Freight Transportation and Logistics,"Search: Workshop on Search, Sorting and Coding",Search,CORE2018,C, 802,37,score
A Refined Mean Field Approximation,2018,hal-01891642,ACM SIGMETRICS 2018,Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2021,A,4612,,token
Fourier Based Adaptive Waveform,2018,hal-01779764,ICT 2018 - 25th International Conference on Telecommunications,IEEE International Conference on Telecommunications,ICT,ERA2010,C,1005,,token
Computing an LLL-reduced Basis of the Orthogonal Lattice,2018,hal-01921335,"ISSAC 2018,  43rd International Symposium on Symbolic and Algebraic Computation (ISSAC 2018)",International Symposium on Symbolic and Algebraic Computation,ISSAC,CORE2021,A,4613,,token
Generative Models from the perspective of Continual Learning,2019,hal-01951954,IJCNN - International Joint Conference on Neural Networks,IEEE International Joint Conference on Neural Networks,IJCNN,CORE2021,B,4611,,token
Computing the seismic attenuation due to wave induced fluid-flow in poroelastic materials,2018,hal-01891283,"Fifth international congress on multiphysics, multiscale, and optimization problems","IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,CORE2014,C, 801,37,score
Optimality of linear optical Bell measurements. How much can ancillae help?,2018,hal-01951753,Q-Turn: changing paradigms in quantum science,Mathematical Methods in Computer Science,MMICS,CORE2018,C, 802,28,score
On the Impact of OpenMP Task Granularity,2018,hal-01901806,IWOMP 2018 - 14th International Workshop on OpenMP for Evolving Architectures,ACM International Symposium on Computer Architecture,ISCA,CORE2021,A,4612,40,score
On the Impact of OpenMP Task Granularity,2018,hal-01901806,IWOMP 2018 - 14th International Workshop on OpenMP for Evolving Architectures,IEEE International Workshop on Cluster Computing and the Grid,IWCC,CORE2018,C,,40,score
On the Impact of OpenMP Task Granularity,2018,hal-01901806,IWOMP 2018 - 14th International Workshop on OpenMP for Evolving Architectures,International Workshop on Parsing Technologies,IWPT,CORE2018,B, 803,40,score
On the Impact of OpenMP Task Granularity,2018,hal-01901806,IWOMP 2018 - 14th International Workshop on OpenMP for Evolving Architectures,International Workshop on Soft Computing Applications,SOFA,CORE2021,National Romania,4601,40,score
On the Impact of OpenMP Task Granularity,2018,hal-01901806,IWOMP 2018 - 14th International Workshop on OpenMP for Evolving Architectures,International Workshop on Temporal Databases,TDB,CORE2018,C, 804,40,score
Scalability and Locality Awareness of Remote Procedure Calls: An Experimental Study in Edge Infrastructures,2018,hal-01891567,CloudCom 2018 - 10th IEEE International Conference on Cloud Computing Technology and Science,IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,CORE2021,C,4606,,token
The Heart Recording Conditions Impact the Assessment of the Electrocardiography Imaging Inverse Solution,2018,hal-01923927,CinC 2018 -  45th Computing in Cardiology Conference,Asian Computing Science Conference,ASIAN,CORE2018,B,   8,27,score
Synergistic Cache Layout For Reuse and Compression,2018,hal-01888880,PACT '18 - International conference on Parallel Architectures and Compilation Techniques,International Conference on Parallel Architecture and Compilation Techniques,PACT,CORE2021,B,4606,,token
On the convergence of stochastic forward-backward-forward algorithms with variance reduction in pseudo-monotone variational inequalities,2018,hal-01949361,"NIPS 2018 - Workshop on Smooth Games, Optimization and Machine Learning",French Conference on Knowledge Acquisition and Machine Learning,FCKAML,ERA2010,B, 801,34,score
Enhancing Transparency and Consent in the IoT,2018,hal-01709255,IWPE 2018 - International Workshop on Privacy Engineering,IEEE International Workshop on Quality of Service,IWQoS,CORE2021,B,4606,23,score
Analyse statistique de donn\'ees radiomiques et m\'etabolomiques : pr\'ediction des l\'esions mammaires triple-n\'egatives,2018,hal-01736164,12\`eme Conf\'erence Francophone d'Epid\'emiologie Clinique (EPICLIN) et 25\`emes Journ\'ees des statisticiens des Centre de Lutte Contre le Cancer (CLCC),,,,,,,
A new proximal method for joint image restoration and edge detection with the Mumford-Shah model,2018,hal-01736997,"ICASSP 2018 - IEEE International Conference on Acoustics, Speech and Signal Processing","IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,CORE2018,B,,,token
Hierarchical Graph Clustering using Node Pair Sampling,2018,hal-01887669,MLG 2018 - 14th International Workshop on Mining and Learning with Graphs,International Workshop on Coding and Cryptography,WCC,CORE2020,B,4604,31,score
Reactive and Adaptive Security Monitoring in Cloud Computing,2018,hal-01884739,FAS* Doctoral Symposium 2018,Network Storage Symposium,NetStore,CORE2018,A, 805,16,score
Sensorimotor control and linear visuohaptic gain,2018,hal-01944914,"EuroHaptics 2018 - 11th International Conference on Haptics: Science, Technology, and Applications","International Conference on Data Science, Technology and Applications",DATA,CORE2021,C,4605,31,score
Reconciling Privacy and Data Sharing in a Smart and Connected Surrounding,2018,hal-01675093,International Conference on Extending Database Technology (EDBT),Extending Database Technology,EDBT,CORE2021,A,4605,,token
Symmetrizable first order formulation of Navier-Stokes equations and numerical results with the discontinuous Galerkin method,2018,hal-01953594,6th European Conference on Computational Mechanics (ECCM 6)/7th European Conference on Computational Fluid Dynamics (ECFD 7),European Conference on Computational Mechanics,ECCM,ERA2010,A, 905,,token
Visual Servoing With Trifocal Tensor,2018,hal-01863424,CDC'18 - 57th IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,,token
A Hypersequent Calculus with Clusters for Tense Logic over Ordinals,2018,hal-01852077,FSTTCS 2018 - 38th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,Foundations of Software Technology and Theoretical Computer Science,FSTTCS,CORE2021,National India,4613,,token
SLoG: Large-Scale Logging Middleware for HPC and Big Data Convergence,2018,hal-01892685,ICDCS 2018 - IEEE 38th International Conference on Distributed Computing Systems,International Conference on Distributed Computing Systems,ICDCS,CORE2021,A,4606,,token
A pipeline for the analysis of 18F-FDG PET data on the cortical surface and its evaluation on ADNI,2018,hal-01757646,Annual meeting of the Organization for Human Brain Mapping - OHBM 2018,Annual Meeting of the Cognitive Science Society,CogSci,CORE2021,A,4602,38,score
A pipeline for the analysis of 18F-FDG PET data on the cortical surface and its evaluation on ADNI,2018,hal-01757646,Annual meeting of the Organization for Human Brain Mapping - OHBM 2018,Annual Meeting of the Decision Sciences Institute,DSI,CORE2018,C, 806,38,score
From attributes to faces: a conditional generative network for face generation,2018,hal-01894144,"BIOSIG'18, 17th International Conference of the Biometrics Special Interest Group",IASTED International Conference on Biomedical Engineering,,ERA2010,A, 903,37,score
From attributes to faces: a conditional generative network for face generation,2018,hal-01894144,"BIOSIG'18, 17th International Conference of the Biometrics Special Interest Group",IFIP International Conference on Theoretical Computer Science,IFIP TCS,CORE2018,C, 802,37,score
T\'yrFS: Increasing Small Files Access Performance with Dynamic Metadata Replication,2018,hal-01892691,"CCGRID 2018 - 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing","IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,CORE2021,A,4606,,token
On the scalability of 5G Core network: the AMF case,2018,hal-01657667,CCNC 2018 - IEEE Consumer Communications and Networking Conference,IEEE Consumer Communications and Networking Conference,IEEE CCNC,CORE2021,B,4606,11,score
Discrete and Logico-numerical Control for Dynamic Partial Reconfigurable FPGA-based Embedded Systems : a Case Study,2018,hal-01862619,CCTA 2018 - 2nd IEEE Conference on Control Technology and Applications,International Conference on Telecom Technology and Applications,ICTTA,ERA2010,C,1005,23,score
On continuous boundary time-varying feedbacks for fixed-time stabilization of coupled reaction-diffusion systems,2018,hal-01892409,CDC 2018 - 57th IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,,token
Distinct Characteristics Of Human Ventricular Fibrillation In Its Initial Phase,2018,hal-01954669,Heart Rhythm Meeting - 39th Annual Scientific Sessions,Annual Meeting of the Cognitive Science Society,CogSci,CORE2021,A,4602,34,score
Distinct Characteristics Of Human Ventricular Fibrillation In Its Initial Phase,2018,hal-01954669,Heart Rhythm Meeting - 39th Annual Scientific Sessions,TMS Annual Meeting and Exhibition,,ERA2010,B, 914,34,score
Reproducible evaluation of methods for predicting progression to Alzheimer's disease from clinical and neuroimaging data,2019,hal-02025880,SPIE Medical Imaging 2019,AIChE Annual Meeting,,ERA2010,C,   9,18,score
Reproducible evaluation of methods for predicting progression to Alzheimer's disease from clinical and neuroimaging data,2019,hal-02025880,SPIE Medical Imaging 2019,IEEE Visualization,IEEE VIS,CORE2021,A,4608,18,score
Reproducible evaluation of methods for predicting progression to Alzheimer's disease from clinical and neuroimaging data,2019,hal-02025880,SPIE Medical Imaging 2019,Joint DICTA & IVCNZ,DICTAIVCNZ,CORE2018,Australasian,,18,score
Reproducible evaluation of methods for predicting progression to Alzheimer's disease from clinical and neuroimaging data,2019,hal-02025880,SPIE Medical Imaging 2019,Latin American Web Congress,LAWEB,ERA2010,C, 806,18,score
An Efficient Algorithm for Computing Entropic Measures of Feature Subsets,2018,hal-01897734,ECML-PKDD 2018 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,European Conference on Machine Learning (Joined with PKDD from 2008),ECML,CORE2014,A, 801,,token
Rumo \`a Integra\c c\~ao da \'Algebra de Workflows com o Processamento de Consulta Relacional,2018,lirmm-01868556,SBBD: Simp\'osio Brasileiro de Banco de Dados,Brazilian Symposium on Databases,SBBD,ERA2010,C, 804,,token
FReeP: towards parameter recommendation in scientific workflows using preference learning,2018,lirmm-01868574,33rd Brazilian Symposium on Databases (SBBD 2018),Brazilian Symposium on Databases,SBBD,ERA2010,C, 804,,token
Constellation Queries over Big Data,2018,lirmm-01867833,SBBD: Simp\'osio Brasileiro de Banco de Dados,Brazilian Symposium on Databases,SBBD,ERA2010,C, 804,,token
A cognitive stochastic machine based on Bayesian inference: a behavioral analysis,2018,hal-01867789,ICCI*CC 2018 - 17th IEEE International Conference on Cognitive Informatics and Cognitive Computing,IEEE International Conference on Cognitive Informatics,ICCI,CORE2021,C,4602,,token
A cognitive stochastic machine based on Bayesian inference: a behavioral analysis,2018,hal-01867789,ICCI*CC 2018 - 17th IEEE International Conference on Cognitive Informatics and Cognitive Computing,International Conference on Computing and Information,ICCI,CORE2018,B,,,token
A cognitive stochastic machine based on Bayesian inference: a behavioral analysis,2018,hal-01867789,ICCI*CC 2018 - 17th IEEE International Conference on Cognitive Informatics and Cognitive Computing,ACM Creativity and Cognition,CC,ERA2010,A,1203,,token
A cognitive stochastic machine based on Bayesian inference: a behavioral analysis,2018,hal-01867789,ICCI*CC 2018 - 17th IEEE International Conference on Cognitive Informatics and Cognitive Computing,International Conference on Compiler Construction,CC,CORE2021,B,4606,,token
CoMapping: Multi-robot Sharing and Generation of 3D-Maps applied to rural and urban scenarios,2018,hal-01867743,"International Conference on Control, Automation, Robotics and Vision","International Conference on Control, Automation, Robotics and Vision",ICARCV,CORE2021,C,4602,1,score
Joint Future Semantic and Instance Segmentation Prediction,2018,hal-01867746,ECCV Workshop on Anticipating Human Behavior,European Conference on Computer Vision,ECCV,CORE2021,A,4603,,token
TTL-based Cloud Caches,2019,hal-02411168,IEEE INFOCOM 2019 - IEEE Conference on Computer Communications,IEEE International Conference on Computer Communications,INFOCOM,CORE2021,A,4606,,token
D\'etection pr\'ecoce d'actions squelettiques 3D dans un flot non segment\'e \`a base de mod\`eles curvilignes,2018,hal-01867937,"RFIAP 2018 Reconnaissance des Formes, Image, Apprentissage et Perception",IFIP TC13 Conference on Human-Computer Interaction,Interact,CORE2021,B,4608,45,score
Ensuring consistency between cycle-accurate and instruction set simulators,2018,hal-01959370,ACSD 2018 - 18th International Conference on Application of Concurrency to System Design,Application of Concurrency to System Design,ACSD,CORE2021,B,4606,,token
Using Quantile Regression for Reclaiming Unused Cloud Resources while achieving SLA,2018,hal-01898438,CloudCom 2018 - 10th IEEE International Conference on Cloud Computing Technology and Science,IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,CORE2021,C,4606,,token
Cost Optimization of Cloud-RAN Planning and Provisioning for 5G Networks,2018,hal-01707682,ICC 2018 - IEEE International Conference on Communications,IEEE International Conference on Communications,ICC,CORE2018,B,1006,,token
Optimisation de forme pour la conception des cavit\'es de liner,2018,hal-01959233,CFA'18 - 14\`eme Congr\`es Fran\c cais d'acoustique,ASEE Annual Conference and Exposition,,ERA2010,B,   9,35,score
Optimisation de forme pour la conception des cavit\'es de liner,2018,hal-01959233,CFA'18 - 14\`eme Congr\`es Fran\c cais d'acoustique,Asia Pacific Conference on Combustion,,ERA2010,B, 913,35,score
Optimisation de forme pour la conception des cavit\'es de liner,2018,hal-01959233,CFA'18 - 14\`eme Congr\`es Fran\c cais d'acoustique,Australasian Congress on Applied Mechanics,,ERA2010,A, 910,35,score
Optimisation de forme pour la conception des cavit\'es de liner,2018,hal-01959233,CFA'18 - 14\`eme Congr\`es Fran\c cais d'acoustique,IEEE Congress on Services,SERVICES,CORE2021,B,4606,35,score
Optimisation de forme pour la conception des cavit\'es de liner,2018,hal-01959233,CFA'18 - 14\`eme Congr\`es Fran\c cais d'acoustique,Spatial Information Research Centre Colloquium,SIRC,CORE2018,C, 909,35,score
Fast and binary assay for predicting radiosensitivity based on the theory of the ATM nucleoshuttling,2018,hal-01925684,"37th Annual Congress of the European Society for Radiotherapy \& Oncology, ESTRO 37",SEFI - Annual Conference of European Society for Engineering Education,,ERA2010,B,   9,39,score
Position certainty propagation: a location service for MANETs,2018,hal-01864565,"MSPN 2018 - 4th International Conference on Mobile, Secure and Programmable Networking",ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2021,A,4606,34,score
Link and code: Fast indexing with graphs and compact regression codes,2018,hal-01955971,CVPR 2018 - IEEE Conference on Computer Vision \& Pattern Recognition,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,CORE2021,A,4603,,token
Smooth and broken Hamiltonian curves in optimal control,2018,hal-01956030,Recent advances in Hamiltonian dynamics and symplectic topology,Bluff Body Aerodynamics and Applications,,ERA2010,A, 905,40,score
Smooth and broken Hamiltonian curves in optimal control,2018,hal-01956030,Recent advances in Hamiltonian dynamics and symplectic topology,IEEE Conference in Industrial Electronics and Applications,,ERA2010,A, 910,40,score
"Intelligences Artificielles, Mythes et Ethique",2018,hal-01744075,Caf\'e-d\'ebat EKOS,Web and Big Data,APWEB,CORE2021,B,4605,13,score
NumaMMA: NUMA MeMory Analyzer,2018,cea-01854072,ICPP 2018 - 47th International Conference on Parallel Processing,International Conference on Parallel Processing,ICPP,CORE2021,A,4606,,token
A Gramian-based observer with uniform convergence rate for delayed measurements,2018,hal-01895389,ECC 2018 - 16th annual European Control Conference,European Computing Conference,ECC,CORE2018,C,   8,,token
A Gramian-based observer with uniform convergence rate for delayed measurements,2018,hal-01895389,ECC 2018 - 16th annual European Control Conference,Workshop on Elliptic Curve Cryptography,ECC,CORE2018,C, 804,,token
Diagrammatic Reasoning beyond Clifford+T Quantum Mechanics,2018,hal-01716501,The 33rd Annual Symposium on Logic in Computer Science,IEEE Symposium on Logic in Computer Science,LICS,CORE2021,A,4613,14,score
Fast Approximation of Centrality and Distances in Hyperbolic Graphs,2018,hal-01955263,COCOA 2018 - 12th Annual International Conference on Combinatorial Optimization and Applications,Conference on Combinatorial Optimization and Applications,COCOA,CORE2021,B,4602,,token
A sequent calculus with dependent types for classical arithmetic,2018,hal-01703526,LICS 2018 - 33th Annual ACM/IEEE Symposium on Logic in Computer Science,IEEE Symposium on Logic in Computer Science,LICS,CORE2021,A,4613,,token
"InKS, a Programming Model to Decouple Performance from Algorithm in HPC Codes",2018,hal-01890132,Repara 2018 - 4th International Workshop on Reengineering for Parallelism in Heterogeneous Parallel Platforms,,,,,,,
In-Transit Molecular Dynamics Analysis with Apache Flink,2018,hal-01889939,ISAV 2018 - In Situ Infrastructures for Enabling Extreme-scale Analysis and Visualization,IEEE International Workshop on Source Code Analysis and Manipulation,SCAM,CORE2021,C,4612,50,score
A Batch Task Migration Approach for Decentralized Global Rescheduling,2018,hal-01860626,SBAC-PAD 2018 - International Symposium on Computer Architecture and High Performance Computing,International Symposium on Computer Architecture and High Performance Computing,SBACPAD,CORE2021,B,4606,15,score
Certain Query Answering on Compressed String Patterns: From Streams to Hyperstreams,2018,hal-01609498,RP 2018 - 12th International Conference on Reachability Problems,ACM International Conference on Recommender Systems,RecSys,CORE2021,A,4605,27,score
Certain Query Answering on Compressed String Patterns: From Streams to Hyperstreams,2018,hal-01609498,RP 2018 - 12th International Conference on Reachability Problems,IEEE-RAS International Conference on Humanoid Robots,Humanoids,ERA2010,C, 902,27,score
Certain Query Answering on Compressed String Patterns: From Streams to Hyperstreams,2018,hal-01609498,RP 2018 - 12th International Conference on Reachability Problems,Semantics - International Conference on Semantic Systems,Semantics,CORE2021,National Austria,4605,27,score
Le mod\`ele de programmation InKS,2018,hal-01890155,"Compas 2018 - Conf\'erence d'informatique en Parall\'elisme, Architecture et Syst\`eme",International Conference Information Systems Architecture and Technology,ISAT,CORE2021,NationalPoland,4606,48,score
Some Remarks on the Asymptotic Behavior for Quasipolynomials with Two Delays,2018,hal-01950608,TDS 2018 - 14th IFAC Workshop on Time Delay Systems,International Federation of Automatic Control World Congress,IFAC,CORE2018,C,,,token
D\'efinir le fini : deux formalisations d'espaces de dimension finie,2018,hal-01654457,JLFA 2018 - Journ\'ees Francophones des Langages Applicatifs,"Language Descriptions, Tools and Applications",LDTA,CORE2018,B, 803,36,score
An extensive formal analysis of multi-factor authentication protocols,2018,hal-01922022,CSF'2018 - 31st IEEE Computer Security Foundations Symposium,IEEE Computer Security Foundations Symposium (was CSFW),CSF,CORE2021,A,4604,,token
Compositional Verification in Action,2018,hal-01890246,FMICS 2018 - 23rd International Conference on Formal Methods for Industrial Critical Systems,Int. Workshop on Formal Methods for Industrial Critical Systems,FMICS,CORE2021,C,4612,,token
Provably Efficient Algorithms for Placement of Service Function Chains with Ordering Constraints,2018,hal-01921112,IEEE INFOCOM 2018 - IEEE Conference on Computer Communications,IEEE International Conference on Computer Communications,INFOCOM,CORE2021,A,4606,,token
Boundary Element Method for Conductive Thin Layer in 3D Eddy Current Problems,2018,hal-03883424,"Symposium of the International Association for Boundary Element Methods (IABEM 2018), June 26-28, 2018, Paris (FRANCE)",,,,,,,
Recovering short secret keys of RLCE encryption scheme in polynomial time,2019,hal-01959617,PQCrypto 2019 - International Conference on Post-Quantum Cryptography,International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2021,C,4604,,token
Importance Weighted Transfer of Samples in Reinforcement Learning,2018,hal-01941213,ICML 2018 - The 35th International Conference on Machine Learning,International Conference on Machine Learning,ICML,CORE2021,A,4611,,token
Focused Crawling through Reinforcement Learning,2018,hal-01851547,18th International Conference on Web Engineering (ICWE 2018),International Conference on Web Engineering,ICWE,CORE2021,B,4605,,token
Subversion-Zero-Knowledge SNARKs,2018,hal-01869978,PKC 2018 - 21st IACR International Conference on Practice and Theory of Public-Key Cryptography,International Conference on Practice and Theory in Public Key Cryptography,PKC,CORE2021,B,4604,,token
Progress Thread Placement for Overlapping MPI Non-Blocking Collectives using Simultaneous Multi-Threading,2018,hal-01888257,"COLOC : 2nd workshop on data locality, in conjuction with EURO-PAR 2018",European Conference on Operations Research,EURO,CORE2021,C,4602,,token
Biclustering Based on FCA and Partition Pattern Structures for Recommendation Systems,2018,hal-01889309,SFC 2018 - XXV\`emes Rencontres de la Soci\'et\'e Francophone de Classification,,,,,,,
A First Study on What MDL Can Do for FCA,2018,hal-01888453,CLA 2018 - The 14th International Conference on Concept Lattices and Their Applications,International Conference on Computers and their Applications,CATA,CORE2021,National USA,4601,30,score
Poppy Ergo Jr : un kit robotique au coeur du dispositif Poppy \'Education,2018,hal-01753111,Didapro 7 2018 - DidaSTIC Colloque de didactique de l'informatique,IASTED International Conference on Applied Informatics,AI,CORE2014,C,,43,score
Poppy Ergo Jr : un kit robotique au coeur du dispositif Poppy \'Education,2018,hal-01753111,Didapro 7 2018 - DidaSTIC Colloque de didactique de l'informatique,Latin American Conference on Informatics,CLEI,CORE2021,C,4602,43,score
A Comparative Evaluation of the Performance of the multi-hop IoB-DTN routing protocol,2018,hal-01887573,AdHoc Now 2018 - 17th International Conference on Ad Hoc Networks and Wireless,International Conference on AD-HOC Networks and Wireless,ADHOCNOW,CORE2021,C,4606,22,score
Generation of SDN policies for protecting Android environments based on automata learning,2018,hal-01892390,NOMS 2018 - IEEE/IFIP Network Operations and Management Symposium,IEEE Network Operations and Management Symposium,NOMS,CORE2021,B,4606,,token
A Critical Analysis of the Evaluation Practice in Medical Visualization,2018,hal-01893153,Eurographics 8th EG Workshop on Visual Computing for Biology and Medicine,"Australian Workshop on Mobile Computing, Databases and Applications",MCDA,CORE2018,Australasian, 806,39,score
Inconsistency-Tolerant Ontology-Based Data Access Revisited: Taking Mappings into Account,2018,lirmm-01892558,IJCAI-ECAI: International Joint Conference on Artificial Intelligence - European Conference on Artificial Intelligence,International Joint Conference on Artificial Intelligence,IJCAI,CORE2021,A,4602,,token
Inconsistency-Tolerant Ontology-Based Data Access Revisited: Taking Mappings into Account,2018,lirmm-01892558,IJCAI-ECAI: International Joint Conference on Artificial Intelligence - European Conference on Artificial Intelligence,European Conference on Artificial Intelligence,ECAI,CORE2021,A,4602,,token
Graph Theoretical Properties of Logic Based Argumentation Frameworks,2018,lirmm-01892594,AAMAS 2018 - 17th International Conference on Autonomous Agents and MultiAgent Systems,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,CORE2021,A,4602,,token
Automatic Parallelization from Lustre Models in Avionics,2018,hal-01714054,ERTS2 2018 - 9th European Congress Embedded Real-Time Software and Systems,International Conference on Testing Software and Systems,ICTSS,CORE2021,C,4612,37,score
Creating Smarter Spaces to Unleash the Potential of Health Apps,2018,hal-01954045,ICOST 2018 -  16th International Conference on Smart Homes and Health Telematics,International Conference on Smart homes and health Telematics,ICOST,CORE2021,C,4601,,token
Design and Evaluation of Multiple Role-Playing in a Virtual Film Set,2018,hal-01949576,VRCAI 2018 - 16th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and its Applications in Industry,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2021,A,4607,,token
Generating Assistive Humanoid Motions for Co-Manipulation Tasks with a Multi-Robot Quadratic Program Controller,2018,hal-01590678,ICRA 2018 - International Conference on Robotics and Automation,IEEE International Conference on Robotics and Automation,ICRA,CORE2021,B needs review,4602,,token
Theoretical security evaluation of the Human Semantic Authentication protocol,2018,hal-01894470,SECRYPT 2018 - 15th International Conference on Security and Cryptography,International Conference on Information Security and Cryptography,SECRYPT,CORE2021,B,4604,,token
"Mod\'elisation et simulation transitoires, dissipant une \'energie, d'ondes acoustiques lin\'eaires dans un tuyau rayonnant",2018,hal-01894472,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,ASEE Annual Conference and Exposition,,ERA2010,B,   9,37,score
"Mod\'elisation et simulation transitoires, dissipant une \'energie, d'ondes acoustiques lin\'eaires dans un tuyau rayonnant",2018,hal-01894472,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,Asia Pacific Conference on Combustion,,ERA2010,B, 913,37,score
"Mod\'elisation et simulation transitoires, dissipant une \'energie, d'ondes acoustiques lin\'eaires dans un tuyau rayonnant",2018,hal-01894472,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,Australasian Congress on Applied Mechanics,,ERA2010,A, 910,37,score
"Mod\'elisation et simulation transitoires, dissipant une \'energie, d'ondes acoustiques lin\'eaires dans un tuyau rayonnant",2018,hal-01894472,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,IEEE Congress on Services,SERVICES,CORE2021,B,4606,37,score
"Mod\'elisation et simulation transitoires, dissipant une \'energie, d'ondes acoustiques lin\'eaires dans un tuyau rayonnant",2018,hal-01894472,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,Spatial Information Research Centre Colloquium,SIRC,CORE2018,C, 909,37,score
Simulation de l'imp\'edance d'entr\'ee de cuivres par \'el\'ements finis \`a une dimension. Comparaison avec les matrices de transfert.,2018,hal-01894478,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,ASEE Annual Conference and Exposition,,ERA2010,B,   9,37,score
Simulation de l'imp\'edance d'entr\'ee de cuivres par \'el\'ements finis \`a une dimension. Comparaison avec les matrices de transfert.,2018,hal-01894478,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,Asia Pacific Conference on Combustion,,ERA2010,B, 913,37,score
Simulation de l'imp\'edance d'entr\'ee de cuivres par \'el\'ements finis \`a une dimension. Comparaison avec les matrices de transfert.,2018,hal-01894478,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,Australasian Congress on Applied Mechanics,,ERA2010,A, 910,37,score
Simulation de l'imp\'edance d'entr\'ee de cuivres par \'el\'ements finis \`a une dimension. Comparaison avec les matrices de transfert.,2018,hal-01894478,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,IEEE Congress on Services,SERVICES,CORE2021,B,4606,37,score
Simulation de l'imp\'edance d'entr\'ee de cuivres par \'el\'ements finis \`a une dimension. Comparaison avec les matrices de transfert.,2018,hal-01894478,CFA 2018 - 14\`eme Congr\`es Fran\c cais d'Acoustique,Spatial Information Research Centre Colloquium,SIRC,CORE2018,C, 909,37,score
Supernodes ordering to enhance Block Low-Rank compression in sparse direct solvers,2018,hal-01956960,PMAA 2018 - 10th International Workshop on Parallel Matrix Algorithms and Applications,IEEE International Workshop on Cellular Nanoscale Networks and Applications,CNNA,CORE2018,C, 801,36,score
Anderson acceleration for reinforcement learning,2018,hal-01928142,EWRL 2018 - 4th European workshop on Reinforcement Learning,Western European Workshop on Research in Cryptology,WeWoRC,ERA2010,C, 804,30,score
Hex-dominant meshing: mind the gap!,2018,hal-01927557,SPM 2018 - International Conference on Solid and Physical Modeling,ACM Symposium on Solid and Physical Modelling,SPM,CORE2021,B,4607,,token
DeepJDOT: Deep Joint Distribution Optimal Transport for Unsupervised Domain Adaptation,2018,hal-01956356,ECCV 2018 - 15th European Conference on Computer Vision,European Conference on Computer Vision,ECCV,CORE2021,A,4603,,token
Symbolic Specification and Verification of Data-aware BPMN Processes using Rewriting Modulo SMT,2018,hal-01866268,WRLA 2018 : 12th International Workshop on Rewriting Logic and its Applications,International Workshop on Information Security Applications,WISA,CORE2021,National korea,4604,34,score
Beyond the one-step greedy approach in reinforcement learning,2018,hal-01927939,ICML 2018 - 35th International Conference on Machine Learning,International Conference on Machine Learning,ICML,CORE2021,A,4611,,token
Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,2018,hal-01957013,Advances In Neural Information Processing systems,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,9,score
Adaptive step rotation in biped walking,2018,hal-01957332,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,CORE2021,A,4602,,token
A Formal Proof in Coq of a Control Function for the Inverted Pendulum,2018,hal-01639819,CPP 2018 - 7th ACM SIGPLAN International Conference on Certified Programs and Proofs,IMA International Conference on Cryptography and Coding,IMACC,CORE2021,B,4604,41,score
A Formal Proof in Coq of a Control Function for the Inverted Pendulum,2018,hal-01639819,CPP 2018 - 7th ACM SIGPLAN International Conference on Certified Programs and Proofs,International Conference on Tests and Proofs,TAP,CORE2021,C,4612,41,score
Invariant Sets for Discrete-Time Constrained Linear Systems Using Sliding Mode Approach,2018,hal-01718460,16th European Control Conference (ECC 2018),European Computing Conference,ECC,CORE2018,C,   8,,token
